audio,text
common_voice_vi_25226499.mp3,Đưa tay chỉ vào trong nhà
common_voice_vi_23988593.mp3,"Thì anh xa, anh đã qua xa rồi."
common_voice_vi_23926724.mp3,Bước chân nhẹ nhàng
common_voice_vi_24280832.mp3,thì Phương đang nằm với đôi mắt Ngây Dại
common_voice_vi_27640769.mp3,Vẫn tiếc nuối những ngày thu tràn nắng
common_voice_vi_25132112.mp3,Chiều nay xa xứ
common_voice_vi_24121786.mp3,Và nằm một đống ở ngoài kia kìa
common_voice_vi_25721646.mp3,Kịch bản văn nghệ chào mừng ngày Nhà giáo Việt Nam
common_voice_vi_23930785.mp3,Vậy Bây giờ chúng ta cần phải làm sao
common_voice_vi_25225646.mp3,hay làm hại mày đâu
common_voice_vi_42788640.mp3,Mẹ nâng niu con
common_voice_vi_42788008.mp3,Như là người bị mất hồn vậy
common_voice_vi_23933045.mp3,nhà thơ và nhà báo
common_voice_vi_24121896.mp3,Mong ước làm sao để kuman có thể giúp đỡ được
common_voice_vi_43369649.mp3,Bà tâm hóa thành một làn sương mỏng tan biến dần vào không trung
common_voice_vi_31450151.mp3,Bà khóa chặt tay của cô gái và rít lên
common_voice_vi_25723352.mp3,Thu sắp tàn lá vẫn rơi mê mải
common_voice_vi_24172935.mp3,Xôi hỏng bỏng không
common_voice_vi_23925072.mp3,Lúc này Trinh cũng đang từ trên tầng đi xuống
common_voice_vi_24172109.mp3,Bà nói cách đây hơn một tháng
common_voice_vi_43303835.mp3,con người việt nam thân thiện
common_voice_vi_24124534.mp3,Chuyển bệnh nhân đến phòng theo dõi đặc biệt
common_voice_vi_24226622.mp3,sự nhẫn nại
common_voice_vi_40015674.mp3,Nếu nhà có phúc
common_voice_vi_24144161.mp3,mọi thứ thật lộn xộn
common_voice_vi_42723137.mp3,Tháng Mười đêm vắng lê thê
common_voice_vi_23901477.mp3,Ai vừa nói vậy
common_voice_vi_25226033.mp3,Ai mà chưa từng nghe cái chuyện ma quái chứ
common_voice_vi_21838514.mp3,Mày Đừng tránh tao được không
common_voice_vi_25542120.mp3,Áo bay rải nắng một chiều
common_voice_vi_24142449.mp3,Cậu không phải lo
common_voice_vi_24106570.mp3,Người yêu về mà không có nhận ra sao
common_voice_vi_44052561.mp3,Đời là bể khổ biết mô là bến là bờ
common_voice_vi_43303978.mp3,Lòng chợt buồn như mới thoáng chia phôi
common_voice_vi_24298931.mp3,Hà vội vàng gọi
common_voice_vi_24425946.mp3,cuộc chiến thật tàn khốc
common_voice_vi_28963565.mp3,"Tháng Mười, em đến thật rồi"
common_voice_vi_24174245.mp3,"- Yêu, là chết ở trong lòng một ít"
common_voice_vi_42788729.mp3,À mà quên
common_voice_vi_25226463.mp3,Chưa hề ghi nhớ
common_voice_vi_24105897.mp3,Cả chiếc xe tải cũng mất hút luôn
common_voice_vi_43303988.mp3,Thấy xe tông nhau mà bắt sợ
common_voice_vi_23925117.mp3,Chinh có hỏi thì được biết song trai vẫn đang làm ở chỗ cũ
common_voice_vi_31450085.mp3,Đẹp tâm hồn đâu cứ phải thật xinh
common_voice_vi_24363079.mp3,Khôn hồn thì mau đưa anh chàng tên phong đó về đây
common_voice_vi_23925100.mp3,Ngày trước lúc tao mới sinh ra
common_voice_vi_42788058.mp3,"Trời sao trời ở không cân, người ăn không hết, kẻ mần không ra"
common_voice_vi_24358643.mp3,Làm ơn cho con đi lên
common_voice_vi_24280833.mp3,Điều ấy càng khiến cho quân cảm kích
common_voice_vi_24124186.mp3,Chúng tôi đang chở nhau đi sắm đồ cưới
common_voice_vi_24388763.mp3,Cô không lời từ giã
common_voice_vi_25227105.mp3,Cô không lời từ giã
common_voice_vi_24280773.mp3,kiểu chết bất đắc kì tử này thì kinh lắm
common_voice_vi_27501155.mp3,Trời tháng mười e ấp những vì sao
common_voice_vi_24358640.mp3,Mời bạn đến thăm.
common_voice_vi_24144208.mp3,dạ tiền thừa của chị đấy ạ
common_voice_vi_22402503.mp3,Có cái chuyện ban nãy là tao nói thật đấy
common_voice_vi_25226071.mp3,sẽ có một sợi dây liên kết ngày càng mạnh mẽ
common_voice_vi_24226577.mp3,Ông cụ nheo đôi mắt đáp lại
common_voice_vi_42788115.mp3,Cô chủ quán nhớ Tên của bà ta không
common_voice_vi_38569184.mp3,Mọi người hãy ở nhà tìm kiếm thằng bé hộ ta
common_voice_vi_25132811.mp3,Nhưng mà thấy bạn đang ngủ
common_voice_vi_24171821.mp3,Một hôm khi đang ngủ
common_voice_vi_24362850.mp3,Không có xảy ra chuyện gì cả
common_voice_vi_23988650.mp3,Cho nên cười đáp:'Mùa hoa trắng
common_voice_vi_23926845.mp3,Trinh vâng dạ đồng ý
common_voice_vi_25132775.mp3,Đây là những người ở dưới xuôi lên để tham quan ngắm cảnh
common_voice_vi_25158105.mp3,em ngoan ngoãn xích gần thêm chút nữa.
common_voice_vi_24358683.mp3,tôi càng nghe càng không hiểu gì cả
common_voice_vi_24396682.mp3,Đến tối tất cả đều ngồi quây quần với nhau
common_voice_vi_24106458.mp3,Hà Ni Hốt Hoảng
common_voice_vi_24421806.mp3,Bà bói vẫn ăn mặc bình thường
common_voice_vi_24363043.mp3,Lại thêm có một bà bói người dân tộc sang
common_voice_vi_27128434.mp3,Cháy khát khao anh dâng tình sâu đậm
common_voice_vi_42788050.mp3,Trăng hay tình lứa đôi?
common_voice_vi_24255721.mp3,Cửa nhà hôm qua đã được khóa trái ở bên trong
common_voice_vi_21833262.mp3,Thế còn chuyện cầu xin tình cảm với anh chàng khi thị sao
common_voice_vi_24388607.mp3,Nhận ra cái cuộc sống này vẫn còn nhiều thứ anh phải làm
common_voice_vi_42788637.mp3,chuyện thảo mất thầy giải thích là qua bốn mươi chín ngày
common_voice_vi_23707415.mp3,Anh ta nheo đôi mắt rồi gật đầu
common_voice_vi_27641281.mp3,Đó là tên riêng của bà mà cô gọi là Dã Quỳ đó
common_voice_vi_24125633.mp3,Mày sao thế
common_voice_vi_23930788.mp3,Thì thôi xin gửi sóng
common_voice_vi_25132687.mp3,Có ai cứu giúp
common_voice_vi_24122124.mp3,Giúp ích nước non
common_voice_vi_23392990.mp3,Some trai cố nói thêm
common_voice_vi_24362763.mp3,Qua bao cái Tết
common_voice_vi_40189780.mp3,Phong cách phối đồ hiện đại
common_voice_vi_23925111.mp3,Cô Hà Ni
common_voice_vi_24172611.mp3,Tuổi con vừa lớn
common_voice_vi_24274521.mp3,Chỉ còn hàng cây
common_voice_vi_27640592.mp3,Trình tức tốc tìm đến
common_voice_vi_25158104.mp3,Tôi nói rồi
common_voice_vi_24362950.mp3,lạ cái lúc về
common_voice_vi_24125620.mp3,Không còn đi khắp nơi tung tin đồn nhảm
common_voice_vi_42787943.mp3,Mặt mày có vẻ u ám
common_voice_vi_24388625.mp3,Thơ tình ngày không anh
common_voice_vi_24388744.mp3,tôi không phải người ý
common_voice_vi_25260807.mp3,Chẳng lẽ kumanthong là có sức mạnh đến vậy hay sao
common_voice_vi_42758760.mp3,Thì tôi cũng được chút huênh hoang rồi!
common_voice_vi_23930580.mp3,Mọi thứ vẫn còn y nguyên như Sáng nay cô sắp xếp
common_voice_vi_23930576.mp3,Mà có khi lại chẳng biết tại sao mình lại chết được
common_voice_vi_25132843.mp3,Chỉ anh thôi ai để ý đâu mà
common_voice_vi_24121894.mp3,Bà tâm hóa thành một làn sương mỏng tan biến dần vào không trung
common_voice_vi_28565090.mp3,Ta ngồi đong cả một trời kỷ niệm
common_voice_vi_23936357.mp3,Uống chưa hết ly nước
common_voice_vi_23334650.mp3,Tôi thực sự lo lắng về con thanh
common_voice_vi_24125636.mp3,Mọi người đều có chỗ để ở
common_voice_vi_24012729.mp3,Nếu là Cái Thảo nó ở đó thật
common_voice_vi_40189743.mp3,Bước từng nhịp một hai như đang tiến vào ngôi làng
common_voice_vi_23933059.mp3,Mọi bạn ghé thăm
common_voice_vi_23926865.mp3,Đợi làm gì ai biết trước mà mong.
common_voice_vi_24455847.mp3,Quan tâm đến mẹ
common_voice_vi_30358849.mp3,Ru tình ta đó thiết tha... nồng nàn.
common_voice_vi_24299061.mp3,Trên xe có tài xế và một cậu lơ xe và anh
common_voice_vi_25225869.mp3,Chỉ có một mình bà ấy ở vậy thôi
common_voice_vi_25177633.mp3,giờ chẳng biết phải làm sao cả
common_voice_vi_25226654.mp3,Vừa chạm vào người cổ Quân
common_voice_vi_24142445.mp3,Nhưng bướng bỉnh giấu buồn nơi đáy mắt
common_voice_vi_27616673.mp3,Lại nhớ anh nào phải không
common_voice_vi_23988539.mp3,Ở đây cũng mới có điện lắp về
common_voice_vi_25226440.mp3,Bố em lúc ấy chen ngang
common_voice_vi_42788134.mp3,phản xạ
common_voice_vi_42787934.mp3,Thì qua nhiều đêm dù là liễu quỷ không hại người
common_voice_vi_24396560.mp3,Điều đầu tiên mà Trinh nghĩ đến đó chính là trộm
common_voice_vi_28540837.mp3,Mùa thu cũng bớt úa vàng
common_voice_vi_23406211.mp3,đám ma bọn tôi đến mà không thấy Trinh đâu cả
common_voice_vi_22402619.mp3,Em chạy lên phía Thảo
common_voice_vi_24470403.mp3,Kuman nguy hiểm lắm mà sao mày biết
common_voice_vi_27640049.mp3,Tiếng thời gian chìm hút giữa hư vô
common_voice_vi_42787989.mp3,Ấu quân thường có các Phụ chính đại thần phò tá
common_voice_vi_27619182.mp3,Cô cứ đưa cậu ấy về đi
common_voice_vi_23930601.mp3,Tiếng nói dịu hiền
common_voice_vi_25723274.mp3,Tháng mười một mà lòng sao trống vắng
common_voice_vi_24125655.mp3,Hoặc là chết bất đắc kỳ tử
common_voice_vi_23901474.mp3,Xong xuôi Trinh lấy ra những bánh kẹo mới nhất
common_voice_vi_24298873.mp3,Nó chỉ vào chỗ đằng gốc cây nhưng không thấy ai cả
common_voice_vi_25117283.mp3,Con
common_voice_vi_24124116.mp3,tất cả phải ở lại
common_voice_vi_43303837.mp3,Đau dậy cần có đồ bổ để ăn lại sức
common_voice_vi_25132360.mp3,Được nhi bày biện không thiếu một thứ gì
common_voice_vi_23926904.mp3,tay còn lại Phương kéo chăn chùm lên đầu
common_voice_vi_25721645.mp3,Hà Ni cảm thấy hơi bực
common_voice_vi_42788010.mp3,Thì là cô ấy
common_voice_vi_24142459.mp3,Phía bên ngoài cửa có ai đó đang đứng
common_voice_vi_27701124.mp3,Thôi em xin đấy
common_voice_vi_24173053.mp3,Em lúc bấy giờ mới nhớ lại lời của Thảo nói đêm qua
common_voice_vi_23926806.mp3,Cơn lạnh nào cũng ấm nếu có đôi
common_voice_vi_31450204.mp3,Chỉ còn nghe tiếng ngoài hiên lá đổ
common_voice_vi_43303962.mp3,Ăn mặc bảnh chọe để tới nhà bạn gái
common_voice_vi_23669920.mp3,Hà quay lại nhìn như không thấy gì cả
common_voice_vi_24304435.mp3,Năm nào cũng sai trĩu quả
common_voice_vi_24125402.mp3,Mẹ biết bây giờ con đã mạnh hơn trước
common_voice_vi_23406215.mp3,Đôi chân của cô trùng xuống và khép lại
common_voice_vi_23989269.mp3,Tao kể cho mày biết giấc mơ của tao đâu
common_voice_vi_40249445.mp3,Thơ về gia đình cho bé
common_voice_vi_21833347.mp3,Vần vũ mây che đèn cao áp chập chờn
common_voice_vi_24122130.mp3,cả nhà em hôm ấy vui lắm
common_voice_vi_25132066.mp3,toàn thân của Trinh đổ mồ hôi lạnh
common_voice_vi_40189799.mp3,Để cho tình đẹp đẹp hơn
common_voice_vi_25158242.mp3,Vậy thì nó không có sai được
common_voice_vi_42788663.mp3,Đổ giá xong làm dưa ăn xổi mới ngon
common_voice_vi_24398664.mp3,Đôi mắt của trinh trở nên sắc lạnh đáng sợ
common_voice_vi_22402717.mp3,chinh lúc này mới Giật mình nhìn sang bên cạnh
common_voice_vi_25722066.mp3,Vậy mà khi nghe câu nói đó anh đã liền hỏi
common_voice_vi_24106396.mp3,Tìm kiếm thầy giỏi nhất để đến xem
common_voice_vi_42788028.mp3,chắc con này cũng thuộc loại đó
common_voice_vi_40332734.mp3,Gửi lòng theo hạt mưa bay
common_voice_vi_23932984.mp3,Hoặc những trường hợp của cháu thảo
common_voice_vi_40189786.mp3,Giáo án mầm non chủ đề Thơ Tình bạn
common_voice_vi_25132692.mp3,bà ấy đâu rồi
common_voice_vi_42788299.mp3,Bà ấy đã giúp tôi
common_voice_vi_24144225.mp3,Nửa giờ sau
common_voice_vi_23988880.mp3,Sân khấu
common_voice_vi_24012728.mp3,Tuổi tôi như vậy bị gọi là quỷ già thì cũng đúng thôi
common_voice_vi_24172936.mp3,Tin tưởng người ta nói linh tinh
common_voice_vi_25721967.mp3,Tháng mười vương mùi hoa sữa
common_voice_vi_24162853.mp3,Nó sẽ giúp cô thực hiện những yêu cầu
common_voice_vi_24142498.mp3,tối nay chúng ta ngồi ở đó làm lễ được không
common_voice_vi_23392028.mp3,Nó chỉ còn là dấu vết không hồn
common_voice_vi_27641036.mp3,Tuấn suýt kêu lên nhưng kịp kiểm chế lại
common_voice_vi_42788051.mp3,Ôi thật tuyệt vời
common_voice_vi_23847777.mp3,và nhất quyết không thưa
common_voice_vi_24440254.mp3,Hà Ni nghe cách anh ta nói chuyện thì đã xác định rõ
common_voice_vi_24425786.mp3,Mẹ Mẹ ơi con đây con đây mà mẹ
common_voice_vi_40333023.mp3,Vậy mà khi ra tay thì bà dạ quỳ thật nhanh
common_voice_vi_25226010.mp3,Con đã thêm cao
common_voice_vi_24106596.mp3,Trinh có phần hoang mang
common_voice_vi_25226438.mp3,quỷ đã đánh đổi con bé ấy những thứ mà cháu muốn
common_voice_vi_25132702.mp3,Những giọt mưa nặng hạt rơi tý tách
common_voice_vi_23926721.mp3,Vô tình anh gặp em
common_voice_vi_27640367.mp3,Nghiêng bên nào cũng nhớ quá Thu ơi!
common_voice_vi_24173845.mp3,đến bây giờ cô chú vẫn không thể tưởng tượng ra nổi
common_voice_vi_24122559.mp3,Sao mày cứ chạy trốn tao
common_voice_vi_24226575.mp3,bà ấy chép miệng rồi móc trong túi ra một viên đá rồi nói
common_voice_vi_25721863.mp3,Trời Đông lạnh mây mưa buồn ủ rũ.
common_voice_vi_23932956.mp3,Con muốn gì mẹ cũng sẽ đáp ứng
common_voice_vi_23930680.mp3,Con ngủ bình yên
common_voice_vi_24455887.mp3,Ngoài tiếng mưa tiếng gió ở bên ngoài
common_voice_vi_24122176.mp3,thì sẽ biến thành tay sai cho nó
common_voice_vi_22416751.mp3,Nên hà ni đã phải kêu đau đớn
common_voice_vi_35487089.mp3,Anh chàng lắc đầu
common_voice_vi_24440079.mp3,Những thăng trầm cuộc sống mãi đẩy xô
common_voice_vi_22402603.mp3,nhưng do sợ nên Trinh không dám nhận đó là bạn của mình
common_voice_vi_25092556.mp3,chăm học chăm làm
common_voice_vi_24280803.mp3,Ngồi đi uống gì để tao kêu
common_voice_vi_23734635.mp3,Nghe thấy tiếng gọi mà không thế nào phát ra để trả lời
common_voice_vi_25226498.mp3,Mẹ nghe này
common_voice_vi_23930683.mp3,Những nắng cùng mưa
common_voice_vi_24280835.mp3,Cháu là hà ni
common_voice_vi_22417056.mp3,Bởi vì họ cũng bị chẻ mắt
common_voice_vi_24331621.mp3,bởi vậy chúng ta mới cần cố gắng
common_voice_vi_24363035.mp3,Cô bé này tới số
common_voice_vi_28551373.mp3,Dịu dàng đón ánh bình minh
common_voice_vi_24363057.mp3,Không nhìn vào mắt em
common_voice_vi_21833254.mp3,Thả hổ về rừng
common_voice_vi_42787957.mp3,"Cấm ăn trâu kẹ, cấm nghé leo đường"
common_voice_vi_24172506.mp3,Kể từ lúc gặp quân khi đầu tối
common_voice_vi_40332659.mp3,"Kiếm mãi, nghi hoài, hay ghen bóng gió"
common_voice_vi_43407218.mp3,Đừng báng bổ thần thánh
common_voice_vi_25092422.mp3,Như là người bị mất hồn vậy
common_voice_vi_38569192.mp3,Can đảm lên em đừng tự khổ mình
common_voice_vi_24088181.mp3,Tôi biết em rất buốt đôi bàn tay
common_voice_vi_24171870.mp3,Chiếc xe chở hàng từ Đà Lạt về qua đây
common_voice_vi_42788839.mp3,Hà Ni Hốt Hoảng
common_voice_vi_24012725.mp3,- Kìa bao người yêu mới
common_voice_vi_24173806.mp3,Nhưng nếu gặp ngày buồn rầu đau đớn
common_voice_vi_24121869.mp3,Không nhìn vào mắt em
common_voice_vi_43303829.mp3,khiến cho cả hai gã cứ phải lục đi lục lại sợ sót
common_voice_vi_25950331.mp3,Sẽ tồn tại đến hết ngày đoạn tháng
common_voice_vi_24226536.mp3,Nhưng mà cứ nghe cô ấy nói hết đã
common_voice_vi_24280807.mp3,Ru phím miên tình trong bóng mưa...
common_voice_vi_24142457.mp3,Anh chàng chính là người thành thị
common_voice_vi_23926726.mp3,Lên núi đặt lờ
common_voice_vi_23933063.mp3,Em muốn khóc thì em cứ khóc đi!
common_voice_vi_24363034.mp3,Trinh cũng lại gần rồi hỏi
common_voice_vi_24304483.mp3,Nhưng Xem chừng anh lại ngại
common_voice_vi_25154517.mp3,Chẳng thề nguyện mà không hề giả dối
common_voice_vi_42788332.mp3,Rằm mồng một Phật tử ở Huế đều ăn lạt
common_voice_vi_24358780.mp3,Thành đô hoa lệ
common_voice_vi_28093834.mp3,Sao trong lòng cứ vời vợi mông lung
common_voice_vi_24125602.mp3,Bóng đen đó đưa bàn tay về phía của em
common_voice_vi_23933019.mp3,Đoàn chúng tôi như đã biết
common_voice_vi_24227691.mp3,xạ thủ
common_voice_vi_31450178.mp3,Động tác khóa tay đó có lẽ quá mạnh
common_voice_vi_24304442.mp3,sao liên quan đến con ma nào nữa hả cô
common_voice_vi_24012768.mp3,kẻo tao lại mang tiếng là đưa chuyện
common_voice_vi_24425679.mp3,Chỉnh lại xuống rồi bất tỉnh
common_voice_vi_24304426.mp3,Trăm người bán vạn người mua.
common_voice_vi_25132852.mp3,Những tấm hình được chụp từ góc xa
common_voice_vi_25092584.mp3,Thân hình thì toàn là những áo ngâm máu mà thôi
common_voice_vi_24255754.mp3,Tan theo dòng thời gian
common_voice_vi_25226060.mp3,Mới làm lễ kiệu vong lên được
common_voice_vi_38565720.mp3,Cho Em đừng lo nghĩ chuyện trăm năm
common_voice_vi_24125606.mp3,Người khác cho tiền hỏi chỗ tao cũng không hé răng
common_voice_vi_25722091.mp3,Muốn ngỏ lời mà sao tôi thật ngốc
common_voice_vi_24172544.mp3,Ngay cả đến việc thở lúc này chị cũng không dám thở mạnh
common_voice_vi_23926725.mp3,tình yêu
common_voice_vi_24142076.mp3,Em không biết gọi bà ấy kiểu gì nữa
common_voice_vi_24172425.mp3,Cô bạn thân nhất của Nhi
common_voice_vi_23988485.mp3,Câu chuyện có tựa đề là bán linh hồn cho quỷ
common_voice_vi_25177586.mp3,Lời nói thoảng gió bay
common_voice_vi_24125711.mp3,Hóa ra sự việc là như vậy
common_voice_vi_34008877.mp3,Không chỉ vậy nó còn cười nói một cách rất tự nhiên
common_voice_vi_24012747.mp3,Mở chiếc cửa sổ căn nhà của nó ra nhìn
common_voice_vi_24172675.mp3,Lúc nãy trinh còn nhìn rõ ràng cửa đã được đóng
common_voice_vi_24358656.mp3,Trinh ngạc nhiên
common_voice_vi_22402321.mp3,"quá khứ anh, anh không nhắc cùng em."
common_voice_vi_25177321.mp3,Một điệu cười khiến cho Hà phải run sợ
common_voice_vi_24124590.mp3,Để dặn dò mình trước
common_voice_vi_23392030.mp3,chị đừng có đổ tiếng oan cho nó
common_voice_vi_24388771.mp3,Sinh li tử biệt
common_voice_vi_25092443.mp3,ôi con ơi con mở mắt rồi sao
common_voice_vi_24440056.mp3,Nghe hà ni nói như vậy
common_voice_vi_24124172.mp3,Đêm nay tôi hiểu thì tôi đã
common_voice_vi_42788004.mp3,Tháng mười rồi mình cùng sánh bước chung
common_voice_vi_24012804.mp3,Nhưng không ai có thể hiểu được rằng
common_voice_vi_25092656.mp3,Tiếng nói dịu hiền
common_voice_vi_24388673.mp3,Thì hôm nay nó trơ lì
common_voice_vi_42788403.mp3,Sao anh vội về ngay?
common_voice_vi_24440130.mp3,cho anh nghe đôi hàm ngọc của răng ;
common_voice_vi_24171787.mp3,Người trong bản đào một chiếc hố thật to để chôn tập thể
common_voice_vi_38569182.mp3,"Sao không cầm, và giữ cho riêng anh"
common_voice_vi_23078431.mp3,Mái tranh vàng võ
common_voice_vi_24173129.mp3,Em không muốn chỉ là bạn của anh
common_voice_vi_27973205.mp3,Thì cô con gái của chủ nhà lúc này đã trở ra
common_voice_vi_24122292.mp3,Té nước theo mưa.
common_voice_vi_23930787.mp3,Tổng hợp những bài thơ hay nhất
common_voice_vi_23932953.mp3,Những bài thơ tứ tuyệt hay nhất
common_voice_vi_24425731.mp3,Chỉ còn một là không còn gì hết
common_voice_vi_24398513.mp3,Không được nói dài
common_voice_vi_24363009.mp3,Như cô đang xoa đầu một đứa trẻ nhỏ
common_voice_vi_24172639.mp3,Ca vang ca mãi
common_voice_vi_23988591.mp3,Chỉnh mừng rỡ rồi nói
common_voice_vi_24125766.mp3,tôi không có tin đâu
common_voice_vi_40332754.mp3,Tháng mười về em yêu ơi có biết
common_voice_vi_24124207.mp3,Để cho duyên dáng ngọc ngà bên anh
common_voice_vi_24226572.mp3,"nhìn lên trần nhà đột nhiên bật dạy, Phương gào lớn"
common_voice_vi_24467780.mp3,thì Thảo chột dạ đạp nhanh hơn
common_voice_vi_24255724.mp3,Này này trinh
common_voice_vi_23970561.mp3,Bà Thảo thì khuyên mọi người nên đi xem thầy khác
common_voice_vi_24012786.mp3,nhưng cũng đoán được lí do liên quan đến thảo
common_voice_vi_24172480.mp3,"Đừng hôn, dù thấy cánh hoa tươi"
common_voice_vi_25950332.mp3,Ru lòng ta say mê niềm hạnh phúc
common_voice_vi_42723070.mp3,Bố chồng tôi đã chỉ đường dẫn lối phù hộ
common_voice_vi_42788887.mp3,Anh nớ ẩu xỉ hun chị nớ rứa mà được vợ
common_voice_vi_25257530.mp3,Thì làm sao mà làm được chứ
common_voice_vi_24171909.mp3,còn vài ngày nữa thôi chứ không có xa mà chị
common_voice_vi_24363014.mp3,Lối đi quen bỗng lạ
common_voice_vi_24396562.mp3,Thì chính bà đã gây ra cái chết cho họ
common_voice_vi_23925105.mp3,tại sao lại thế cơ chứ
common_voice_vi_25132553.mp3,mẹ lấy một chiếc khăn mát ốp lên mặt
common_voice_vi_24274453.mp3,Mà mày biết xe công nông cán qua mày bẹp đầu thế
common_voice_vi_24398250.mp3,Từ sợ hãi chính bỗng dưng cười khúc khích
common_voice_vi_24304411.mp3,Muốn sống tiếp thì phải nghe lời của ta
common_voice_vi_40249540.mp3,Có phải mẹ không ạ
common_voice_vi_23847776.mp3,mà khi đã bị bắt đi rồi thì không thể trở về
common_voice_vi_24106789.mp3,Hái thuốc rồi nhặt bông giúp người ta
common_voice_vi_24280792.mp3,Thơ anh không thể dối
common_voice_vi_24274505.mp3,Thua keo này bày keo khác
common_voice_vi_40189746.mp3,Thì tôi cũng được chút huênh hoang rồi!
common_voice_vi_31239308.mp3,"Em với hoa, với bao điều oan trái"
common_voice_vi_25225991.mp3,Đặt chiếc lọ thủy tinh có chứa kuman vẫn còn ở đó
common_voice_vi_24121597.mp3,Những vật tầm thường cũng viết thành thơ
common_voice_vi_24227372.mp3,Cô ghen với tất cả mọi thứ xung quanh
common_voice_vi_24124542.mp3,Vì quán nằm ở trong hẻm
common_voice_vi_24227710.mp3,giờ chị muốn chúng tôi làm gì thì chị nói ra đi
common_voice_vi_24363003.mp3,Vớ vẩn sao lại có những người như vậy chứ
common_voice_vi_23930618.mp3,Vậy cô có phiền nếu mà tôi ngồi nói chuyện ở đây không
common_voice_vi_23932926.mp3,bọn cháu đến đây là để thăm Phương
common_voice_vi_24172333.mp3,cô thắp nhang mở sữa bóc bánh kẹo cho kuman ăn
common_voice_vi_25117281.mp3,nhà thơ và nhà báo
common_voice_vi_24121680.mp3,Mái tóc mượt mà
common_voice_vi_42788267.mp3,Ăn quen bén mùi tên trộm trở lại nên bị bắt
common_voice_vi_24012779.mp3,với lại đấy là cái tâm chứ cụ nào giữ được người còn sống
common_voice_vi_25226899.mp3,Chăm sóc được chủ của mình
common_voice_vi_24226603.mp3,Cái tên này nghe quen quen
common_voice_vi_23926880.mp3,Tốn rất nhiều công sức cũng như là tiền bạc đấy
common_voice_vi_25260912.mp3,Na ăn nhiều Na khỏe mạnh
common_voice_vi_23392036.mp3,Người đàn bà giật mình
common_voice_vi_42788078.mp3,Nhà thầy a xìn đông khách lắm
common_voice_vi_24121679.mp3,Apheng cũng chạy sang gọi nó đi chơi
common_voice_vi_24304406.mp3,Từng năm từng tháng
common_voice_vi_23930597.mp3,Những bài thơ thất tình hay nhất
common_voice_vi_25226577.mp3,"Trăng quầng thì hạn, trăng tán thì mưa."
common_voice_vi_22417055.mp3,Họp lớp sau nhiều năm Mỗi Người Một Nơi
common_voice_vi_23926907.mp3,Mong con lớn khôn
common_voice_vi_23423362.mp3,nghe sao ồn ào
common_voice_vi_24274413.mp3,Tham giàu phụ khó. tham sang phụ phần
common_voice_vi_24331658.mp3,Cho thằng con thi
common_voice_vi_24172405.mp3,Là họa thì không tránh được
common_voice_vi_24012781.mp3,tiện thể muốn nghe xem con bé còn điều gì dặn dò trăn trối
common_voice_vi_21833286.mp3,Hay là thôi đường ai nấy bước
common_voice_vi_22416756.mp3,Ôi! tình mẫu tử.
common_voice_vi_24124205.mp3,Em cũng đã giúp đỡ gia đình anh rất nhiều chuyện
common_voice_vi_27658262.mp3,Tháng mười về heo may cứ ung dung
common_voice_vi_24124581.mp3,mẹ tôi là một bác sĩ
common_voice_vi_23930734.mp3,"Chưa đỗ ông nghè đã đe hàng xóm: người hống hách, phách lối"
common_voice_vi_24124201.mp3,"Thôi tất cả thu dọn, chuẩn bị lên đường"
common_voice_vi_24122246.mp3,Hà ni phải bật cười
common_voice_vi_24363059.mp3,Chính là Trinh
common_voice_vi_24467826.mp3,"Cố gắng nhìn vào màn đêm đen đặc, bao trùm lên tất cả"
common_voice_vi_25092692.mp3,Và tương lai ít ra cũng ngọt ngào.
common_voice_vi_25267963.mp3,em liền nói
common_voice_vi_43303957.mp3,Mấy anh nớ nói chuyện bà nhẻm khi gặp gái
common_voice_vi_24142097.mp3,Không nhìn vào mắt sâu?
common_voice_vi_24425855.mp3,Chỉ vô tình mà thôi
common_voice_vi_24467769.mp3,Cũng như của quân chồng của Nhi
common_voice_vi_23930620.mp3,Mọi người đành chờ về nhà
common_voice_vi_24388577.mp3,Ngắm tiếp vì sao
common_voice_vi_43303894.mp3,Đá một cái vô bàn trôn đau điếng
common_voice_vi_24440336.mp3,Tiếng mõ tụng kinh vẫn còn vang lên tới điện chính
common_voice_vi_24226519.mp3,nhưng cứ ngồi nghe
common_voice_vi_24467890.mp3,Lúc đó sẽ giải quyết được cái cảnh chán chông của mày bây giờ
common_voice_vi_24106460.mp3,Mấy ngày nay cũng đã mệt mỏi nhiều rồi
common_voice_vi_25261686.mp3,Một khi đã liên kết với nó
common_voice_vi_24255723.mp3,mọi chuyện đột ngột quá
common_voice_vi_23423389.mp3,là một tấm gương.
common_voice_vi_38569181.mp3,hơi nuối tiếc bởi hôm nay
common_voice_vi_24106265.mp3,Còn quân để quay lại rồi nói
common_voice_vi_24124535.mp3,Bề ngoài xem ra có vẻ chậm chạp
common_voice_vi_42788418.mp3,Ăn dín dín để dành cơm cho đứa ở
common_voice_vi_24455901.mp3,Anh không được rời cái bông hoa này
common_voice_vi_42788044.mp3,Tao kể cho mày biết giấc mơ của tao đâu
common_voice_vi_24121724.mp3,bố em liền nói
common_voice_vi_24012807.mp3,Khéo lại là tàn tật cả đời
common_voice_vi_25132773.mp3,Trăm hay không bằng tay quen.
common_voice_vi_23667731.mp3,Tầm một tuần ở đây thôi
